customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0000180,Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,98.64,819.56,Yes
C0000181,Male,0,No,Yes,34,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),57.74,1943.48,No
C0000182,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.83,571.65,Yes
C0000183,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.51,411.95,Yes
C0000184,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,66.4,384.61,Yes
C0000185,Male,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),34.93,718.33,No
C0000186,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),31.14,31.14,Yes
C0000187,Female,1,No,Yes,9,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,110.24,1009.66,Yes
C0000188,Male,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,107.24,689.34,Yes
C0000189,Male,0,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,84.92,450.58,Yes
C0000190,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),26.07,26.07,Yes
C0000191,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.06,374.72,No
C0000192,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,55.75,645.21,Yes
C0000193,Male,0,Yes,No,14,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,137.78,1963.82,Yes
C0000194,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),22.93,183.57,Yes
C0000195,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.3,352.76,No
C0000196,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,102.92,786.27,Yes
C0000197,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.0,555.68,Yes
C0000198,Female,1,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.34,2575.81,No
C0000199,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,64.32,1033.59,Yes
C0000200,Male,1,Yes,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),122.4,7441.25,Yes
C0000201,Male,0,Yes,Yes,8,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.07,824.09,Yes
C0000202,Female,1,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,114.07,3920.11,No
C0000203,Male,1,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.76,1787.35,Yes
C0000204,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),20.1,864.41,Yes
C0000205,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),35.32,2208.02,No
C0000206,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,59.3, ,Yes
C0000207,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,100.43,100.43,Yes
C0000208,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,110.86,2401.33,No
C0000209,Female,0,Yes,Yes,9,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,39.43,412.55,Yes
C0000210,Male,0,No,No,34,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),62.45,2080.51,Yes
C0000211,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.9, ,No
C0000212,Male,1,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,46.26,1498.48,No
C0000213,Male,0,No,Yes,2,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),52.98,108.67,No
C0000214,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),98.25,636.23,Yes
C0000215,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,42.28,2920.69,No
C0000216,Male,1,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,87.58,149.55,Yes
C0000217,Female,0,Yes,Yes,8,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,77.28,625.64,No
C0000218,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,38.95,75.15,Yes
C0000219,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.63,3405.14,Yes
C0000220,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),41.45,1038.27,No
C0000221,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,80.23,2682.3,No
C0000222,Male,1,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,58.73,752.11,Yes
C0000223,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.52,786.08,Yes
C0000224,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),92.93, ,Yes
C0000225,Female,1,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),118.4,651.94,No
C0000226,Female,0,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),24.49,344.08,Yes
C0000227,Male,0,Yes,No,21,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,41.72,777.04,Yes
C0000228,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,84.41,372.68,Yes
C0000229,Male,0,No,Yes,2,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),95.19,305.74,No
C0000230,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),109.17,366.61,No
C0000231,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,28.04,241.83,Yes
C0000232,Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,55.8,103.51,No
C0000233,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,31.95,77.85,Yes
C0000234,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.55, ,No
C0000235,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.93,931.58,No
C0000236,Female,1,No,No,4,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),120.02,481.18,Yes
C0000237,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.95,1181.35,No
C0000238,Female,1,No,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.06,671.93,Yes
C0000239,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,20.77,449.45,Yes
C0000240,Female,0,No,No,1,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,123.17,123.17,Yes
C0000241,Female,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),31.33,561.7,No
C0000242,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.0,480.52,Yes
C0000243,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,65.7,161.91,Yes
C0000244,Male,1,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.5,1812.93,No
C0000245,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,70.28,1257.95,Yes
C0000246,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),23.77,201.68,Yes
C0000247,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.17,566.93,Yes
C0000248,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.48,722.56,Yes
C0000249,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),79.98,1846.18,No
C0000250,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.68,1504.23,Yes
C0000251,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,77.21, ,Yes
C0000252,Male,0,No,Yes,4,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,77.62,193.29,No
C0000253,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.39,272.17,No
C0000254,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,49.58,602.51,No
C0000255,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),125.93,1735.65,Yes
C0000256,Male,1,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.6,2949.02,No
C0000257,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,88.83,1931.35,No
C0000258,Female,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,68.93,635.34,Yes
C0000259,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.48,1623.58,No
C0000260,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),54.74,92.23,Yes
C0000261,Male,1,No,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,90.7,1581.82,No
C0000262,Female,0,Yes,No,59,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,90.77,5353.03,No
C0000263,Male,0,Yes,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,102.38,1529.36,Yes
C0000264,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,38.56,428.28,Yes
C0000265,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),83.45,187.15,Yes
C0000266,Female,0,No,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,90.85,3054.42,No
C0000267,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),89.02,789.37,Yes
C0000268,Female,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,117.3,2776.0,Yes
C0000269,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.88,105.89,No
C0000270,Male,0,No,No,0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,65.09, ,Yes
C0000271,Female,1,No,Yes,7,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),25.96,112.55,Yes
C0000272,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.45,582.57,Yes
C0000273,Female,0,No,No,41,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),78.97,3168.6,No
C0000274,Female,0,Yes,No,40,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),25.64,1063.28,No
C0000275,Male,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,86.87,1304.83,Yes
C0000276,Female,0,Yes,No,0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.18, ,Yes
C0000277,Male,1,Yes,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.6,21.6,Yes
C0000278,Female,0,No,Yes,20,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),32.55,634.75,No
C0000279,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.71,147.08,Yes
C0000280,Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),97.95,2516.81,Yes
C0000281,Female,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),91.87, ,Yes
C0000282,Female,0,Yes,No,22,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,48.38,1068.43,No
C0000283,Female,0,No,Yes,37,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,52.19,1967.49,No
C0000284,Male,0,No,No,12,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,106.35,1296.82,No
C0000285,Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,65.79,2400.35,No
C0000286,Male,0,No,No,30,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.6,2896.71,Yes
C0000287,Male,0,Yes,No,22,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,120.79,2715.09,Yes
C0000288,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,104.82,1159.94,Yes
C0000289,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.56,177.84,No
C0000290,Female,0,Yes,No,39,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.06,2860.7,No
C0000291,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.51,2212.11,No
C0000292,Male,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,139.56,4378.04,No
C0000293,Male,0,No,No,16,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),64.49,991.97,No
C0000294,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,62.14,235.26,Yes
C0000295,Female,0,No,No,72,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,33.51,2374.96,No
C0000296,Female,1,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),119.71,452.03,Yes
C0000297,Female,0,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.23,3857.88,Yes
C0000298,Male,0,Yes,No,4,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,31.38,45.49,Yes
C0000299,Male,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,128.95,1189.42,Yes
C0000300,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.98,923.17,Yes
C0000301,Male,0,No,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),55.98,2778.95,Yes
C0000302,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,44.27,1922.52,Yes
C0000303,Male,0,Yes,Yes,34,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.84,2920.09,Yes
C0000304,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.97,158.49,No
C0000305,Female,0,No,Yes,0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),106.13, ,Yes
C0000306,Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.68,2204.53,Yes
C0000307,Female,1,No,Yes,10,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,39.66,466.27,Yes
C0000308,Female,0,No,Yes,28,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,106.69,2944.58,Yes
C0000309,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.84,1306.08,Yes
C0000310,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,108.23,1180.8,Yes
C0000311,Female,0,No,No,27,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),85.51,2312.12,No
C0000312,Male,0,Yes,No,36,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.4,3932.44,No
C0000313,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),99.84,5253.74,No
C0000314,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,69.85,1145.53,Yes
C0000315,Male,0,No,No,30,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,101.18,3109.64,Yes
C0000316,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),101.26,1360.5,No
C0000317,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),140.42, ,Yes
C0000318,Male,0,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,81.13,260.12,Yes
C0000319,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,88.07,173.13,No
C0000320,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.58,206.22,Yes
C0000321,Female,1,No,Yes,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,49.19, ,Yes
C0000322,Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.4,998.45,No
C0000323,Female,0,No,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),113.93,1801.07,No
C0000324,Female,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.08,728.57,Yes
C0000325,Female,0,No,No,10,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),104.17,1098.06,No
C0000326,Female,0,Yes,No,12,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,62.08,694.46,Yes
C0000327,Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,123.25,123.25,Yes
C0000328,Male,1,No,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,60.38,305.69,Yes
C0000329,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.46,2341.89,No
C0000330,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,76.54,2056.78,No
C0000331,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.41,776.84,No
C0000332,Male,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.02,1034.71,Yes
C0000333,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,19.34,50.32,Yes
C0000334,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.95,565.78,No
C0000335,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.17,908.86,No
C0000336,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,31.67,844.8,Yes
C0000337,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,134.88,377.26,Yes
